#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
42417182	Gohir.A05G237700	Gohir.A05G237700.2	Gohir.A05G237700.2.p	PF01490	PTHR22950,PTHR22950:SF205	KOG1303				AT1G77380.1	AAP3,ATAAP3	amino acid permease 3
42422089	Gohir.A05G237800	Gohir.A05G237800.1	Gohir.A05G237800.1.p	PF09775	PTHR32001	KOG4615				AT1G77350.2		
42422093	Gohir.A05G237900	Gohir.A05G237900.3	Gohir.A05G237900.3.p	PF01513	PTHR20275,PTHR20275:SF6		2.7.1.23		GO:0008152,GO:0006741,GO:0003951	AT1G21640.1	ATNADK2,NADK2	NAD kinase 2
42422094	Gohir.A05G237900	Gohir.A05G237900.4	Gohir.A05G237900.4.p	PF01513	PTHR20275,PTHR20275:SF6		2.7.1.23		GO:0008152,GO:0006741,GO:0003951	AT1G21640.1	ATNADK2,NADK2	NAD kinase 2
42421455	Gohir.A05G238000	Gohir.A05G238000.1	Gohir.A05G238000.1.p	PF07496,PF00856	PTHR22884,PTHR22884:SF276	KOG1082	2.1.1.43		GO:0008270,GO:0005515	AT1G77300.1	ASHH2,CCR1,EFS,SDG8	histone methyltransferases(H3-K4 specific);histone methyltransferases(H3-K36 specific)
42418493	Gohir.A05G238100	Gohir.A05G238100.2	Gohir.A05G238100.2.p	PF00642	PTHR23102,PTHR23102:SF13				GO:0046872	AT1G21580.1		Zinc finger C-x8-C-x5-C-x3-H type family protein
42421325	Gohir.A05G238200	Gohir.A05G238200.1	Gohir.A05G238200.1.p	PF13561	PTHR24322,PTHR24322:SF257	KOG1205	1.1.1.146			AT4G10020.1	AtHSD5,HSD5	hydroxysteroid dehydrogenase 5
42417915	Gohir.A05G238300	Gohir.A05G238300.1	Gohir.A05G238300.1.p	PF01704	PTHR11952,PTHR11952:SF9	KOG2388	2.7.7.9,2.7.7.11,2.7.7.64,2.7.7.10,2.7.7.44		GO:0070569,GO:0008152	AT5G52560.1	ATUSP,USP	UDP-sugar pyrophosphorylase
42421468	Gohir.A05G238400	Gohir.A05G238400.1	Gohir.A05G238400.1.p	PF13499	PTHR10891,PTHR10891:SF530	KOG0027				AT1G21550.1		Calcium-binding EF-hand family protein
42421289	Gohir.A05G238500	Gohir.A05G238500.1	Gohir.A05G238500.1.p	PF03141	PTHR10108,PTHR10108:SF803				GO:0008168	AT1G77260.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
42418728	Gohir.A05G238700	Gohir.A05G238700.2	Gohir.A05G238700.2.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422391	Gohir.A05G238800	Gohir.A05G238800.1	Gohir.A05G238800.1.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422390	Gohir.A05G238800	Gohir.A05G238800.2	Gohir.A05G238800.2.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422392	Gohir.A05G238800	Gohir.A05G238800.3	Gohir.A05G238800.3.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422393	Gohir.A05G238800	Gohir.A05G238800.4	Gohir.A05G238800.4.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422394	Gohir.A05G238800	Gohir.A05G238800.5	Gohir.A05G238800.5.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422395	Gohir.A05G238800	Gohir.A05G238800.6	Gohir.A05G238800.6.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422396	Gohir.A05G238800	Gohir.A05G238800.7	Gohir.A05G238800.7.p	PF00628	PTHR10615,PTHR10615:SF100		2.3.1.48		GO:0005515	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
42422295	Gohir.A05G238850	Gohir.A05G238850.1	Gohir.A05G238850.1.p									
42419467	Gohir.A05G238900	Gohir.A05G238900.1	Gohir.A05G238900.1.p	PF07719,PF13414	PTHR15544					AT1G77230.1		Tetratricopeptide repeat (TPR)-like superfamily protein
42420765	Gohir.A05G239100	Gohir.A05G239100.1	Gohir.A05G239100.1.p									
42418742	Gohir.A05G239150	Gohir.A05G239150.1	Gohir.A05G239150.1.p									
42421322	Gohir.A05G239200	Gohir.A05G239200.1	Gohir.A05G239200.1.p							AT1G21510.1		
42417821	Gohir.A05G239250	Gohir.A05G239250.1	Gohir.A05G239250.1.p	PF06839	PTHR33248				GO:0008270			
42418900	Gohir.A05G239300	Gohir.A05G239300.1	Gohir.A05G239300.1.p	PF05208	PTHR12646,PTHR12646:SF0		2.4.1.258		GO:0016758,GO:0016021,GO:0005783	AT2G47760.1	ALG3,AtALG3	asparagine-linked glycosylation 3
42418902	Gohir.A05G239300	Gohir.A05G239300.2	Gohir.A05G239300.2.p	PF05208	PTHR12646,PTHR12646:SF0		2.4.1.258		GO:0016758,GO:0016021,GO:0005783	AT2G47760.1	ALG3,AtALG3	asparagine-linked glycosylation 3
42418901	Gohir.A05G239300	Gohir.A05G239300.3	Gohir.A05G239300.3.p	PF05208	PTHR12646,PTHR12646:SF0		2.4.1.258		GO:0016758,GO:0016021,GO:0005783	AT2G47760.1	ALG3,AtALG3	asparagine-linked glycosylation 3
42421192	Gohir.A05G239400	Gohir.A05G239400.1	Gohir.A05G239400.1.p	PF14226,PF03171	PTHR10209,PTHR10209:SF129	KOG0143			GO:0055114,GO:0016491	AT1G44090.1	ATGA20OX5,GA20OX5	gibberellin 20-oxidase 5
42420980	Gohir.A05G239600	Gohir.A05G239600.1	Gohir.A05G239600.1.p	PF07645,PF13947,PF00069	PTHR27005,PTHR27005:SF12	KOG1187	2.7.11.1		GO:0005509,GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2
42422278	Gohir.A05G239650	Gohir.A05G239650.1	Gohir.A05G239650.1.p	PF13947,PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2
42422302	Gohir.A05G239700	Gohir.A05G239700.1	Gohir.A05G239700.1.p	PF07645,PF13947,PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0005509,GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2
42419748	Gohir.A05G239750	Gohir.A05G239750.1	Gohir.A05G239750.1.p	PF07645,PF13947,PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0005509,GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2
42419517	Gohir.A05G239800	Gohir.A05G239800.1	Gohir.A05G239800.1.p	PF07645,PF13947,PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0005509,GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2
42417937	Gohir.A05G239900	Gohir.A05G239900.1	Gohir.A05G239900.1.p	PF03141	PTHR10108,PTHR10108:SF784				GO:0008168	AT1G29470.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
42422313	Gohir.A05G240000	Gohir.A05G240000.1	Gohir.A05G240000.1.p	PF03127,PF00790	PTHR13856,PTHR13856:SF95	KOG1087			GO:0006886,GO:0005622	AT1G21380.1		Target of Myb protein 1
42421100	Gohir.A05G240200	Gohir.A05G240200.1	Gohir.A05G240200.1.p		PTHR34193,PTHR34193:SF1					AT1G76980.2		
42418016	Gohir.A05G240300	Gohir.A05G240300.2	Gohir.A05G240300.2.p	PF08545,PF08541	PTHR11877,PTHR11877:SF27		2.3.1.74		GO:0006633,GO:0004315,GO:0016747,GO:0008610	AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein
42421225	Gohir.A05G240400	Gohir.A05G240400.1	Gohir.A05G240400.1.p	PF00676	PTHR11516,PTHR11516:SF33		1.2.1.25,1.2.4.4		GO:0016624,GO:0008152	AT1G21400.1		Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
42423076	Gohir.A05G240500	Gohir.A05G240500.1	Gohir.A05G240500.1.p	PF00676	PTHR11516,PTHR11516:SF33		1.2.4.4		GO:0016624,GO:0008152	AT1G21400.1		Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
42423345	Gohir.A05G240700	Gohir.A05G240700.10	Gohir.A05G240700.10.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.4	ACR3	ACT domain repeat 3
42423346	Gohir.A05G240700	Gohir.A05G240700.2	Gohir.A05G240700.2.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.3	ACR3	ACT domain repeat 3
42423342	Gohir.A05G240700	Gohir.A05G240700.3	Gohir.A05G240700.3.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.5	ACR3	ACT domain repeat 3
42423340	Gohir.A05G240700	Gohir.A05G240700.4	Gohir.A05G240700.4.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.2	ACR3	ACT domain repeat 3
42423343	Gohir.A05G240700	Gohir.A05G240700.5	Gohir.A05G240700.5.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.4	ACR3	ACT domain repeat 3
42423344	Gohir.A05G240700	Gohir.A05G240700.6	Gohir.A05G240700.6.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.2	ACR3	ACT domain repeat 3
42423339	Gohir.A05G240700	Gohir.A05G240700.7	Gohir.A05G240700.7.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.1	ACR3	ACT domain repeat 3
42423341	Gohir.A05G240700	Gohir.A05G240700.9	Gohir.A05G240700.9.p	PF01842	PTHR31096,PTHR31096:SF5		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.4	ACR3	ACT domain repeat 3
42421773	Gohir.A05G240800	Gohir.A05G240800.1	Gohir.A05G240800.1.p	PF00646,PF13516	PTHR24006			K03875	GO:0005515	AT1G21410.1	SKP2A	F-box/RNI-like superfamily protein
42421774	Gohir.A05G240800	Gohir.A05G240800.2	Gohir.A05G240800.2.p	PF00646,PF13516	PTHR24006			K03875	GO:0005515	AT1G21410.1	SKP2A	F-box/RNI-like superfamily protein
42421503	Gohir.A05G240901	Gohir.A05G240901.1	Gohir.A05G240901.1.p	PF01885	PTHR12684		2.7.1.160		GO:0016772,GO:0006388	AT2G45330.1	emb1067	RNA 2\'-phosphotransferase, Tpt1 / KptA family
42423361	Gohir.A05G241000	Gohir.A05G241000.1	Gohir.A05G241000.1.p	PF02298	PTHR33021,PTHR33021:SF9				GO:0009055	AT2G02850.1	ARPN	plantacyanin
42423055	Gohir.A05G241100	Gohir.A05G241100.1	Gohir.A05G241100.1.p	PF13921	PTHR10641,PTHR10641:SF496			K09422		AT1G17950.1	ATMYB52,BW52,MYB52	myb domain protein 52
42417732	Gohir.A05G241200	Gohir.A05G241200.1	Gohir.A05G241200.1.p	PF03514	PTHR31636,PTHR31636:SF10					AT1G21450.1	SCL1	SCARECROW-like 1
42417731	Gohir.A05G241200	Gohir.A05G241200.2	Gohir.A05G241200.2.p	PF03514	PTHR31636,PTHR31636:SF10					AT1G21450.1	SCL1	SCARECROW-like 1
42417637	Gohir.A05G241300	Gohir.A05G241300.1	Gohir.A05G241300.1.p	PF13098	PTHR10438,PTHR10438:SF290	KOG0907	1.8.1.8	K03671	GO:0045454,GO:0015035,GO:0006662	AT4G03520.1	ATHM2	Thioredoxin superfamily protein
42422715	Gohir.A05G241350	Gohir.A05G241350.1	Gohir.A05G241350.1.p	PF02797,PF00195	PTHR11877,PTHR11877:SF27		2.3.1.74			AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein
42417754	Gohir.A05G241400	Gohir.A05G241400.1	Gohir.A05G241400.1.p	PF02797,PF00195	PTHR11877,PTHR11877:SF27		2.3.1.74	K00660		AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein
42421370	Gohir.A05G241500	Gohir.A05G241500.1	Gohir.A05G241500.1.p									
42422426	Gohir.A05G241600	Gohir.A05G241600.1	Gohir.A05G241600.1.p	PF11942,PF03439,PF00467	PTHR11125					AT4G08350.1	GTA02,GTA2	global transcription factor group A2
42421903	Gohir.A05G241700	Gohir.A05G241700.1	Gohir.A05G241700.1.p	PF00450	PTHR11802,PTHR11802:SF20		3.4.16.6	K16297	GO:0006508,GO:0004185	AT5G42240.1	scpl42	serine carboxypeptidase-like 42
42422739	Gohir.A05G241800	Gohir.A05G241800.1	Gohir.A05G241800.1.p	PF02576	PTHR34544,PTHR34544:SF2				GO:0042274	AT1G77122.1		Uncharacterised protein family UPF0090
42418843	Gohir.A05G241900	Gohir.A05G241900.2	Gohir.A05G241900.2.p	PF03619	PTHR23423,PTHR23423:SF27	KOG2641				AT1G77220.1		Protein of unknown function (DUF300)
42418844	Gohir.A05G241900	Gohir.A05G241900.3	Gohir.A05G241900.3.p	PF03619	PTHR23423,PTHR23423:SF27	KOG2641				AT1G77220.1		Protein of unknown function (DUF300)
42421215	Gohir.A05G242000	Gohir.A05G242000.1	Gohir.A05G242000.1.p	PF08718	PTHR10219,PTHR10219:SF34	KOG3221			GO:0051861,GO:0046836,GO:0017089,GO:0005737	AT3G21260.3	GLTP3	Glycolipid transfer protein (GLTP) family protein
42421216	Gohir.A05G242000	Gohir.A05G242000.2	Gohir.A05G242000.2.p	PF08718	PTHR10219,PTHR10219:SF34				GO:0051861,GO:0046836,GO:0017089,GO:0005737	AT3G21260.3	GLTP3	Glycolipid transfer protein (GLTP) family protein
42418421	Gohir.A05G242100	Gohir.A05G242100.1	Gohir.A05G242100.1.p	PF00578	PTHR10681,PTHR10681:SF91		1.11.1.15		GO:0055114,GO:0016491,GO:0016209	AT1G21350.3		Thioredoxin superfamily protein
42418420	Gohir.A05G242100	Gohir.A05G242100.2	Gohir.A05G242100.2.p	PF08534	PTHR10681,PTHR10681:SF91		1.11.1.15		GO:0016491	AT1G21350.3		Thioredoxin superfamily protein
42422052	Gohir.A05G242200	Gohir.A05G242200.1	Gohir.A05G242200.1.p	PF02701	PTHR31992,PTHR31992:SF36				GO:0006355,GO:0003677	AT1G21340.1		Dof-type zinc finger DNA-binding family protein
42421339	Gohir.A05G242250	Gohir.A05G242250.1	Gohir.A05G242250.1.p		PTHR33599,PTHR33599:SF1					AT5G09805.1	IDL3	inflorescence deficient in abscission (IDA)-like 3
42417833	Gohir.A05G242300	Gohir.A05G242300.3	Gohir.A05G242300.3.p	PF01363,PF13713,PF08381,PF00415	PTHR22870,PTHR22870:SF91	KOG1427			GO:0046872	AT5G42140.1		Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain
42417143	Gohir.A05G242400	Gohir.A05G242400.4	Gohir.A05G242400.4.p	PF00076	PTHR10501,PTHR10501:SF20				GO:0003676,GO:0017069,GO:0000398	AT1G21320.2		nucleotide binding;nucleic acid binding
42417144	Gohir.A05G242400	Gohir.A05G242400.5	Gohir.A05G242400.5.p	PF00076	PTHR10501,PTHR10501:SF20				GO:0003676,GO:0017069,GO:0000398	AT1G21320.2		nucleotide binding;nucleic acid binding
42417145	Gohir.A05G242400	Gohir.A05G242400.6	Gohir.A05G242400.6.p	PF00076	PTHR10501,PTHR10501:SF20				GO:0003676,GO:0017069,GO:0000398	AT1G21320.1		nucleotide binding;nucleic acid binding
42418226	Gohir.A05G242500	Gohir.A05G242500.2	Gohir.A05G242500.2.p									
42420259	Gohir.A05G242600	Gohir.A05G242600.3	Gohir.A05G242600.3.p	PF07714	PTHR23257,PTHR23257:SF505	KOG0192	2.7.12.1		GO:0006468,GO:0004672	AT4G38470.1		ACT-like protein tyrosine kinase family protein
42420260	Gohir.A05G242600	Gohir.A05G242600.4	Gohir.A05G242600.4.p	PF07714	PTHR23257,PTHR23257:SF505	KOG0192	2.7.12.1		GO:0006468,GO:0004672	AT4G38470.1		ACT-like protein tyrosine kinase family protein
42420261	Gohir.A05G242600	Gohir.A05G242600.5	Gohir.A05G242600.5.p	PF07714	PTHR23257,PTHR23257:SF505	KOG0192	2.7.12.1		GO:0006468,GO:0004672	AT4G38470.1		ACT-like protein tyrosine kinase family protein
42420262	Gohir.A05G242600	Gohir.A05G242600.6	Gohir.A05G242600.6.p	PF07714	PTHR23257,PTHR23257:SF505	KOG0198	2.7.12.1		GO:0006468,GO:0004672	AT4G38470.1		ACT-like protein tyrosine kinase family protein
42420263	Gohir.A05G242600	Gohir.A05G242600.7	Gohir.A05G242600.7.p	PF07714	PTHR23257,PTHR23257:SF505	KOG0192	2.7.12.1		GO:0006468,GO:0004672	AT4G38470.1		ACT-like protein tyrosine kinase family protein
42420649	Gohir.A05G242700	Gohir.A05G242700.1	Gohir.A05G242700.1.p	PF01988	PTHR31851,PTHR31851:SF15	KOG4473				AT3G43660.1		Vacuolar iron transporter (VIT) family protein
42420414	Gohir.A05G242800	Gohir.A05G242800.1	Gohir.A05G242800.1.p	PF00282	PTHR11999,PTHR11999:SF83	KOG0629	4.1.1.22	K01590	GO:0030170,GO:0019752,GO:0016831	AT1G43710.1	emb1075	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
42418734	Gohir.A05G242900	Gohir.A05G242900.1	Gohir.A05G242900.1.p	PF13898	PTHR12473,PTHR12473:SF4	KOG2871				AT1G43690.1		ubiquitin interaction motif-containing protein
42420397	Gohir.A05G243000	Gohir.A05G243000.1	Gohir.A05G243000.1.p	PF01423	PTHR13110	KOG3460		K12622		AT1G76860.1		Small nuclear ribonucleoprotein family protein
42419147	Gohir.A05G243100	Gohir.A05G243100.1	Gohir.A05G243100.1.p	PF13837	PTHR21654,PTHR21654:SF19	KOG4282				AT1G76880.1		Duplicated homeodomain-like superfamily protein
42419148	Gohir.A05G243100	Gohir.A05G243100.2	Gohir.A05G243100.2.p	PF13837	PTHR21654,PTHR21654:SF19	KOG4282				AT1G76880.1		Duplicated homeodomain-like superfamily protein
42420318	Gohir.A05G243200	Gohir.A05G243200.1	Gohir.A05G243200.1.p	PF13837	PTHR21654,PTHR21654:SF9	KOG4282				AT1G76880.1		Duplicated homeodomain-like superfamily protein
42418055	Gohir.A05G243400	Gohir.A05G243400.1	Gohir.A05G243400.1.p	PF00892	PTHR31218,PTHR31218:SF20				GO:0016021,GO:0016020,GO:0022857	AT1G43650.1		nodulin MtN21 /EamA-like transporter family protein
42416905	Gohir.A05G243500	Gohir.A05G243500.5	Gohir.A05G243500.5.p	PF00646,PF01167	PTHR16517,PTHR16517:SF31	KOG2502			GO:0005515	AT1G76900.2	AtTLP1,TLP1	tubby like protein 1
42416906	Gohir.A05G243500	Gohir.A05G243500.6	Gohir.A05G243500.6.p	PF00646,PF01167	PTHR16517,PTHR16517:SF31	KOG2502			GO:0005515	AT1G76900.2	AtTLP1,TLP1	tubby like protein 1
42420063	Gohir.A05G243601	Gohir.A05G243601.1	Gohir.A05G243601.1.p									
42419365	Gohir.A05G243700	Gohir.A05G243700.2	Gohir.A05G243700.2.p		PTHR10108,PTHR10108:SF914					AT2G16030.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
42418846	Gohir.A05G243801	Gohir.A05G243801.1	Gohir.A05G243801.1.p		PTHR11527,PTHR11527:SF169					AT1G76770.1		HSP20-like chaperones superfamily protein
42420047	Gohir.A05G243900	Gohir.A05G243900.1	Gohir.A05G243900.1.p		PTHR34662,PTHR34662:SF3					AT1G21090.1		Cupredoxin superfamily protein
42420046	Gohir.A05G243900	Gohir.A05G243900.2	Gohir.A05G243900.2.p		PTHR34662,PTHR34662:SF3					AT1G21090.1		Cupredoxin superfamily protein
42421750	Gohir.A05G244000	Gohir.A05G244000.1	Gohir.A05G244000.1.p	PF00201,PF03033	PTHR11926,PTHR11926:SF117	KOG1192	2.4.1.173	K05841	GO:0016758,GO:0008152,GO:0030259,GO:0005975	AT1G43620.2	TT15,UGT80B1	UDP-Glycosyltransferase superfamily protein
42421752	Gohir.A05G244000	Gohir.A05G244000.2	Gohir.A05G244000.2.p	PF00201,PF03033	PTHR11926,PTHR11926:SF117	KOG1192	2.4.1.173	K05841	GO:0016758,GO:0008152,GO:0030259,GO:0005975	AT1G43620.1	TT15,UGT80B1	UDP-Glycosyltransferase superfamily protein
42421751	Gohir.A05G244000	Gohir.A05G244000.3	Gohir.A05G244000.3.p	PF00201,PF03033	PTHR11926,PTHR11926:SF117	KOG1192	2.4.1.173	K05841	GO:0016758,GO:0008152,GO:0030259,GO:0005975	AT1G43620.3	TT15,UGT80B1	UDP-Glycosyltransferase superfamily protein
42423269	Gohir.A05G244100	Gohir.A05G244100.3	Gohir.A05G244100.3.p	PF13098	PTHR10438,PTHR10438:SF280	KOG0910	1.8.1.8		GO:0045454,GO:0015035,GO:0006662	AT1G76760.1	ATY1,TRX-Y1,TY1	thioredoxin Y1
42423270	Gohir.A05G244100	Gohir.A05G244100.4	Gohir.A05G244100.4.p	PF13098	PTHR10438,PTHR10438:SF280	KOG0910	1.8.1.8		GO:0045454,GO:0015035,GO:0006662	AT1G76760.1	ATY1,TRX-Y1,TY1	thioredoxin Y1
42423271	Gohir.A05G244100	Gohir.A05G244100.5	Gohir.A05G244100.5.p	PF13098	PTHR10438,PTHR10438:SF280	KOG0910	1.8.1.8		GO:0045454,GO:0015035,GO:0006662	AT1G76760.1	ATY1,TRX-Y1,TY1	thioredoxin Y1
42421875	Gohir.A05G244200	Gohir.A05G244200.1	Gohir.A05G244200.1.p	PF02298	PTHR33021				GO:0009055	AT1G45063.1		copper ion binding;electron carriers
42417291	Gohir.A05G244300	Gohir.A05G244300.1	Gohir.A05G244300.1.p	PF13632,PF14569	PTHR13301,PTHR13301:SF43		2.4.1.29,2.4.1.12	K10999		AT5G64740.1	CESA6,E112,IXR2,PRC1	cellulose synthase 6
42417527	Gohir.A05G244401	Gohir.A05G244401.1	Gohir.A05G244401.1.p		PTHR33621,PTHR33621:SF2					AT1G76740.1		
42418520	Gohir.A05G244500	Gohir.A05G244500.1	Gohir.A05G244500.1.p	PF00297	PTHR11363,PTHR11363:SF6			K02925	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G43170.8	ARP1,emb2207,RP1,RPL3A	ribosomal protein 1
42420936	Gohir.A05G244600	Gohir.A05G244600.1	Gohir.A05G244600.1.p	PF00847	PTHR31190,PTHR31190:SF30				GO:0006355,GO:0003700	AT5G61890.1		Integrase-type DNA-binding superfamily protein
42419468	Gohir.A05G244650	Gohir.A05G244650.1	Gohir.A05G244650.1.p	PF04043					GO:0004857	AT5G64620.1	ATC/VIF2,C/VIF2	cell wall / vacuolar inhibitor of fructosidase 2
42416959	Gohir.A05G244700	Gohir.A05G244700.1	Gohir.A05G244700.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT5G50070.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42422654	Gohir.A05G244800	Gohir.A05G244800.1	Gohir.A05G244800.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT4G24640.1	APPB1	Plant invertase/pectin methylesterase inhibitor superfamily protein
42421019	Gohir.A05G244900	Gohir.A05G244900.2	Gohir.A05G244900.2.p									
42419832	Gohir.A05G245000	Gohir.A05G245000.2	Gohir.A05G245000.2.p									
42418004	Gohir.A05G245001	Gohir.A05G245001.1	Gohir.A05G245001.1.p									
42418111	Gohir.A05G245018	Gohir.A05G245018.1	Gohir.A05G245018.1.p									
42421040	Gohir.A05G245036	Gohir.A05G245036.1	Gohir.A05G245036.1.p									
42418688	Gohir.A05G245054	Gohir.A05G245054.1	Gohir.A05G245054.1.p		PTHR31890							
42421682	Gohir.A05G245072	Gohir.A05G245072.1	Gohir.A05G245072.1.p	PF04043	PTHR31890				GO:0004857			
42418217	Gohir.A05G245100	Gohir.A05G245100.2	Gohir.A05G245100.2.p									
42419897	Gohir.A05G245150	Gohir.A05G245150.1	Gohir.A05G245150.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42418877	Gohir.A05G245201	Gohir.A05G245201.1	Gohir.A05G245201.1.p	PF04043	PTHR31890				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42421737	Gohir.A05G245251	Gohir.A05G245251.1	Gohir.A05G245251.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42422659	Gohir.A05G245300	Gohir.A05G245300.1	Gohir.A05G245300.1.p	PF04043	PTHR31890				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42419646	Gohir.A05G245318	Gohir.A05G245318.1	Gohir.A05G245318.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42419536	Gohir.A05G245336	Gohir.A05G245336.1	Gohir.A05G245336.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT1G54980.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42421336	Gohir.A05G245354	Gohir.A05G245354.1	Gohir.A05G245354.1.p									
42422440	Gohir.A05G245372	Gohir.A05G245372.1	Gohir.A05G245372.1.p	PF04043	PTHR31890,PTHR31890:SF8				GO:0004857	AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42417982	Gohir.A05G245390	Gohir.A05G245390.1	Gohir.A05G245390.1.p		PTHR31890,PTHR31890:SF8							
42421179	Gohir.A05G245408	Gohir.A05G245408.1	Gohir.A05G245408.1.p		PTHR31890,PTHR31890:SF8					AT5G50030.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42420517	Gohir.A05G245500	Gohir.A05G245500.1	Gohir.A05G245500.1.p	PF04043	PTHR31890				GO:0004857	AT1G09360.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
42420760	Gohir.A05G245600	Gohir.A05G245600.1	Gohir.A05G245600.1.p	PF11799,PF00817	PTHR11076,PTHR11076:SF38	KOG2095	2.7.7.7	K03509	GO:0006281,GO:0003684	AT5G44740.2	POLH	Y-family DNA polymerase H
42420761	Gohir.A05G245600	Gohir.A05G245600.2	Gohir.A05G245600.2.p	PF11799,PF00817	PTHR11076,PTHR11076:SF38		2.7.7.7		GO:0006281,GO:0003684	AT5G44740.2	POLH	Y-family DNA polymerase H
42419999	Gohir.A05G245700	Gohir.A05G245700.1	Gohir.A05G245700.1.p	PF01535,PF13041	PTHR24015,PTHR24015:SF460					AT4G20090.1	EMB1025	Pentatricopeptide repeat (PPR) superfamily protein
42420000	Gohir.A05G245700	Gohir.A05G245700.2	Gohir.A05G245700.2.p	PF01535,PF13041	PTHR24015,PTHR24015:SF460					AT4G20090.1	EMB1025	Pentatricopeptide repeat (PPR) superfamily protein
42419179	Gohir.A05G245800	Gohir.A05G245800.1	Gohir.A05G245800.1.p	PF07714	PTHR27000,PTHR27000:SF141	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G42440.1		Protein kinase superfamily protein
